Sample	分组	Class	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	G101	G102	G103	G104	G105	G106	G107	G108	G109	G110	G111	G112	G113	G114	G115	G116	G117	G118	G119	G120	G121	G122	G123	G124	G125	G126	G127	G128	G129	G130	G131	G132	G133	G134	G135	G136	G137	G138	G139	G140	G141	G142	G143	G144	G145	G146	G147	G148	G149	G150	G151	G152	G153	G154	G155	G156	G157	G158	G159	G160	G161	G162	G163	G164	G165	G166	G167	G168	G169	G170	G171	G172	G173	G174	G175	G176	G177	G178	G179	G180	G181	G182	G183	G184	G185	G186	G187	G188	G189	G190	G191	G192	G193	G194	G195	G196	G197	G198	G199	G200	G201	G202	G203	G204	G205	G206	G207	G208	G209	G210	G211	G212	G213	G214	G215	G216	G217	G218	G219	G220	G221	G222	G223	G224	G225	G226	G227	G228	G229	G230	G231	G232	G233	G234	G235	G236	G237	G238	G239	G240	G241	G242	G243	G244	G245	G246	G247	G248	G249	G250	G251	G252	G253	G254	G255	G256	G257	G258	G259	G260	G261	G262	G263	G264	G265	G266	G267	G268	G269	G270	G271	G272	G273	G274	G275	G276	G277	G278	G279	G280	G281	G282	G283	G284	G285	G286	G287	G288	G289	G290	G291	G292	G293	G294	G295	G296	G297	G298	G299	G300	G301	G302	G303	G304	G305	G306	G307	G308	G309	G310	G311	G312	G313	G314	G315	G316	G317	G318	G319	G320	G321	G322	G323	G324	G325	G326	G327	G328	G329	G330	G331	G332	G333	G334	G335	G336	G337	G338	G339	G340	G341	G342	G343	G344	G345	G346	G347	G348	G349	G350	G351	G352	G353	G354	G355	G356	G357	G358	G359	G360	G361	G362	G363	G364	G365	G366	G367	G368	G369	G370	G371	G372	G373	G374	G375	G376	G377	G378	G379	G380	G381	G382	G383	G384	G385	G386	G387	G388	G389	G390	G391	G392	G393	G394	G395	G396	G397	G398	G399	G400	G401	G402	G403	G404	G405	G406	G407	G408	G409	G410	G411	G412	G413	G414	G415	G416	G417	G418	G419	G420	G421	G422	G423	G424	G425	G426	G427	G428	G429	G430	G431	G432	G433	G434	G435	G436	G437	G438	G439	G440	G441	G442	G443	G444	G445	G446	G447	G448	G449	G450	G451	G452	G453	G454	G455	G456	G457	G458	G459	G460	G461	G462	G463	G464	G465	G466	G467	G468	G469	G470	G471	G472	G473	G474	G475	G476
12692.150022	训练组	NSCLC	0	0	0	0	22	6	5	18	0	10	0	0	0	0	26	0	0	0	0	0	17	0	0	0	76	9	0	0	981	216	9	0	0	324	6	0	35	11	1	0	1	5	1	0	168	0	4	0	1	1	9	0	0	0	0	0	300	18	0	0	0	6	304	0	79	0	8	0	3	0	38	0	311	0	0	10	0	0	0	65	0	0	0	8	2	0	0	0	0	1	105	0	0	170	17	0	0	5	0	15	0	0	0	2370	204	3	0	4	0	0	0	36	1	0	0	0	0	34	197	1	0	0	3	0	0	26	0	0	0	0	9	0	0	0	3	0	5	0	0	2	0	9	0	1	0	0	13	5	0	320	28	0	0	10	0	12	0	1	0	43	0	0	0	0	0	18	0	2	154	0	0	0	0	37	0	0	190	0	7	0	0	0	0	0	1	0	0	1	0	3	0	0	0	50	1	0	5	12	79	0	34	75	22	0	1	3	0	17	65	0	3	0	0	7	4	3	0	59	0	8	0	0	1	0	4	2	118	0	18	5	0	184	5	0	2	0	0	66	11	9	428	0	1	16	20	0	0	0	0	25	2	383	0	0	49	7	519	0	0	0	0	7	84	97	18	14	0	0	54	0	2	0	0	90	0	0	11	0	22	22	0	1	0	2	0	1	0	4	12	4	9	0	0	1	2	7	64	2	23	108	0	1	13	0	0	0	88	0	10	31	25	2	1	5	0	73	0	4	7	0	12	6	0	0	0	0	0	0	0	0	10	4	23	11	1568	3	0	1	69	30	7	367	0	179	0	30	1	0	18	11	44	0	216	22	7	300	0	0	0	13	13	98	0	0	193	1506	4	3	22	0	0	62	223	8	0	0	38	57	0	0	0	4	1	0	8	0	0	0	43	0	0	6	0	5	0	37	0	9	14	0	0	0	102	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12692.150031	训练组	NSCLC	0	0	0	0	19	0	11	5	0	3	2	4	0	0	18	0	0	1	0	0	14	4	0	0	40	22	0	0	591	141	1	0	0	48	6	1	16	2	0	0	4	0	3	0	118	0	3	0	8	1	12	0	0	0	0	0	119	7	0	0	0	2	99	0	8	0	0	0	0	4	53	0	30	0	0	0	0	0	1	52	6	0	1	0	0	0	0	1	0	0	70	0	0	51	16	2	0	5	0	1	0	0	0	1625	31	0	0	0	0	0	0	12	3	0	0	0	1	6	143	0	0	0	0	0	0	46	0	4	0	3	0	0	0	0	0	0	2	0	0	0	0	14	0	0	3	2	9	1	0	112	24	0	0	11	0	0	0	0	0	85	0	0	0	2	0	7	0	0	96	4	0	0	1	12	0	0	85	0	9	5	3	0	0	0	0	0	0	3	0	1	0	4	0	67	4	0	0	7	55	0	15	49	3	0	0	0	0	8	33	0	0	0	0	0	0	2	0	29	0	4	0	0	3	0	5	0	80	6	15	0	0	88	2	0	0	0	0	22	12	0	8	0	11	0	22	0	0	0	0	0	38	279	0	0	2	0	322	1	1	0	0	3	37	40	4	0	0	0	18	0	3	0	0	39	0	0	4	0	10	2	0	2	0	6	2	0	1	1	0	0	0	0	5	0	0	0	13	0	5	57	0	2	5	0	0	0	57	0	5	19	8	0	1	3	0	8	0	5	3	6	5	6	0	0	0	0	2	0	0	0	14	4	5	4	931	4	0	0	39	8	0	218	0	183	0	34	0	0	1	7	38	8	166	0	5	158	0	0	0	0	4	78	0	0	126	232	0	0	6	0	0	30	49	0	0	0	38	33	3	0	0	0	0	1	0	0	0	8	18	0	0	0	0	5	0	15	0	6	11	2	1	0	75	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12692.150032	训练组	NSCLC	0	0	2	0	31	0	0	12	0	2	0	0	0	0	13	0	0	3	0	0	19	0	0	0	43	8	0	0	944	207	0	0	0	59	8	0	18	0	0	0	0	0	2	0	178	0	0	3	5	0	56	0	0	0	0	0	71	17	0	0	0	1	510	0	90	0	0	0	0	0	46	0	95	0	0	0	0	0	0	38	0	0	1	0	0	0	0	0	0	2	321	0	0	151	0	0	1	0	0	2	0	0	0	1135	98	0	0	0	0	0	0	20	0	0	3	0	7	20	264	0	0	0	0	0	0	47	0	0	0	2	0	0	0	0	3	0	0	0	0	2	0	10	2	0	5	0	5	0	0	328	5	0	0	17	0	0	0	0	0	51	0	0	0	0	0	25	0	0	495	6	0	0	0	66	0	1	150	0	25	0	7	0	0	5	0	0	0	0	0	1	0	0	0	62	3	0	0	12	73	0	20	44	24	0	0	0	0	1	74	0	0	0	0	0	0	30	0	42	0	9	0	0	7	0	4	0	161	2	23	0	0	136	2	0	0	0	7	8	7	9	97	0	7	1	18	0	0	0	0	0	2	287	0	0	5	0	652	0	0	0	0	1	72	97	7	0	0	0	31	0	0	0	0	65	0	0	0	0	14	1	0	0	0	0	0	0	0	8	17	2	12	2	0	0	0	1	13	0	6	61	0	0	25	0	0	0	60	0	7	37	19	0	1	2	0	10	0	4	8	0	1	1	9	0	0	0	0	0	0	0	1	0	7	6	1675	0	0	1	61	32	1	344	2	194	2	44	4	0	6	0	50	1	195	3	2	194	0	0	0	7	0	168	0	0	281	226	0	0	8	0	0	35	64	0	0	0	37	15	0	0	0	0	0	0	1	0	0	4	21	0	0	0	0	4	0	48	0	3	11	1	4	2	74	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12692.15008	训练组	NSCLC	1	0	0	0	24	0	4	19	0	7	5	0	0	0	13	0	0	2	0	0	24	0	0	0	54	10	0	0	795	145	1	0	0	22	2	0	26	3	1	0	0	5	2	0	94	0	0	12	8	0	20	1	0	1	0	1	167	5	0	0	0	2	119	0	29	0	0	0	1	1	18	0	79	0	0	0	0	0	0	68	0	0	0	0	4	0	0	0	0	0	84	0	0	89	15	1	2	1	0	10	0	0	0	1496	70	0	0	2	0	0	0	6	0	0	0	0	0	19	178	0	0	0	0	0	0	23	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	2	0	0	4	0	17	0	1	214	9	0	0	17	0	0	0	0	0	35	0	0	0	0	0	6	0	0	118	3	0	4	4	94	0	0	99	0	14	0	3	0	0	0	0	0	0	0	0	2	0	0	0	67	5	0	4	20	36	0	17	35	23	0	0	6	0	15	85	0	2	0	0	4	0	7	0	50	0	6	0	0	0	0	0	0	110	0	22	0	0	80	1	1	1	0	2	12	16	4	41	0	2	0	14	0	0	5	0	0	1	236	2	0	16	1	490	0	5	0	0	10	55	64	18	0	0	0	25	0	4	0	0	80	0	0	0	0	39	0	0	1	0	4	0	0	0	6	0	4	19	0	2	0	3	0	26	0	11	66	0	2	20	0	0	0	63	0	2	33	10	0	2	4	0	12	0	3	0	2	4	2	0	0	1	0	0	0	0	0	5	0	24	0	1201	0	0	2	69	17	4	295	1	164	0	35	0	0	2	3	35	7	155	2	9	148	0	0	0	0	4	155	1	0	163	172	0	8	3	0	0	80	23	0	0	0	28	20	0	0	0	0	0	0	0	0	0	1	8	0	0	0	1	4	1	20	0	9	12	0	0	0	52	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
12692.150083	训练组	NSCLC	1	0	0	0	43	0	6	7	0	1	4	8	1	0	47	0	0	0	0	0	23	1	0	0	102	10	0	0	1048	210	0	2	1	40	22	0	6	23	9	0	0	4	1	0	185	0	4	2	6	0	17	0	0	0	0	0	191	7	0	7	0	3	145	0	55	0	6	1	0	0	41	0	177	0	2	0	0	0	0	68	5	0	2	0	0	2	0	0	0	0	202	0	0	106	6	8	3	11	1	7	1	0	0	2224	174	1	0	0	0	0	0	20	0	0	0	0	0	26	209	0	0	1	0	0	0	29	0	0	0	3	7	0	0	0	0	4	0	0	0	0	5	6	0	0	0	2	14	16	0	379	14	0	0	6	0	2	4	3	0	76	0	0	0	1	0	22	0	0	170	1	0	0	0	54	0	0	164	0	17	2	0	0	0	10	0	0	0	0	0	6	8	0	0	103	0	0	0	25	129	0	40	63	34	0	0	0	0	10	63	0	2	0	0	0	0	28	0	60	0	14	1	0	11	0	0	0	130	0	42	0	0	139	5	0	0	0	1	20	4	5	48	0	2	3	40	2	0	1	0	28	4	324	0	0	24	3	643	0	9	0	0	0	124	67	34	0	0	0	58	8	6	0	0	91	0	1	11	0	85	2	0	1	0	0	1	0	0	1	12	4	22	0	0	0	0	2	14	4	541	80	0	1	41	0	0	0	125	0	0	47	11	0	0	11	0	16	7	7	10	0	2	1	1	0	0	0	3	0	1	0	5	0	7	11	1733	0	0	0	32	21	6	346	0	202	0	47	1	0	7	0	84	1	461	3	12	224	0	0	2	15	7	234	0	2	302	157	0	0	14	0	0	88	51	0	0	0	49	35	0	0	0	1	0	0	9	0	0	0	35	0	0	0	0	11	0	19	0	1	19	1	0	2	84	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12692.150094	训练组	NSCLC	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	35	2	0	0	206	34	0	0	0	2	1	0	4	1	0	0	0	0	0	0	41	0	0	0	0	0	7	0	0	0	0	0	30	1	0	0	0	0	29	0	8	0	0	0	1	0	10	0	20	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	33	0	0	34	1	0	0	0	0	1	0	0	0	130	15	0	0	0	0	0	0	1	0	0	0	1	0	2	29	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	2	0	0	69	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	17	0	0	0	0	8	0	0	38	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	6	4	0	0	1	13	0	2	31	5	0	0	0	0	0	16	0	0	0	0	3	0	2	0	7	0	1	0	0	3	0	0	0	46	1	4	0	0	18	0	0	0	0	0	0	0	0	12	0	1	0	4	0	0	0	0	0	1	40	0	0	3	0	138	0	0	0	0	0	20	32	1	0	0	0	11	0	0	0	0	23	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	16	0	0	2	0	0	0	26	0	0	6	3	0	0	0	0	3	0	3	3	0	0	0	0	0	3	0	0	0	0	0	0	0	2	3	331	0	0	0	8	6	1	44	0	36	0	5	1	0	1	0	9	0	45	0	0	43	0	0	0	1	0	18	0	0	59	36	0	1	3	1	0	10	3	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12692.150108	训练组	NSCLC	0	0	0	0	17	0	0	5	0	0	0	0	0	1	3	0	0	0	0	0	2	0	5	0	10	0	0	0	167	16	0	0	0	2	0	0	0	0	0	0	0	0	0	0	24	0	0	1	0	0	2	0	0	0	0	0	19	3	0	0	0	0	33	0	2	0	0	0	0	0	9	0	147	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	76	0	0	11	4	0	0	0	0	0	0	0	0	153	112	0	0	0	0	0	0	1	0	0	0	0	0	6	44	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	13	0	0	92	2	0	0	0	0	0	0	0	0	6	2	0	0	0	0	1	0	0	14	1	0	0	0	15	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	45	0	1	10	8	0	0	0	1	1	13	0	0	0	0	1	1	13	0	10	0	3	0	0	10	0	0	0	10	0	18	0	0	29	1	0	0	0	0	31	1	1	4	0	0	3	1	0	0	0	0	11	0	56	0	0	5	0	75	0	0	0	0	8	11	4	13	0	1	0	3	0	2	0	0	14	0	0	0	0	35	6	0	0	3	2	0	0	0	0	2	4	8	0	0	0	2	0	6	0	2	8	0	0	31	0	0	0	6	0	2	0	2	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	252	0	0	0	5	3	0	82	0	51	1	16	0	0	1	2	12	0	21	10	4	36	0	0	0	0	2	30	2	0	34	53	0	0	0	0	0	20	3	0	0	0	24	13	0	0	0	0	0	0	2	0	0	0	10	0	0	0	0	5	0	1	0	0	2	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12692.150156	训练组	NSCLC	0	0	0	0	12	0	0	41	0	0	0	1	0	0	5	0	1	0	0	0	0	0	0	0	28	0	0	0	330	69	2	0	0	7	2	0	2	0	1	0	0	2	1	0	42	0	0	0	0	0	13	0	0	0	0	0	25	1	0	0	0	0	88	0	20	1	0	0	0	0	15	0	36	0	0	0	0	1	0	46	0	0	4	0	0	0	0	0	0	0	53	0	0	30	0	0	0	2	0	1	0	0	0	255	34	0	0	0	0	0	0	3	0	0	0	0	0	8	167	0	0	0	0	0	0	14	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	2	0	0	109	3	0	0	1	0	0	0	0	0	21	0	0	0	0	0	5	0	0	80	0	0	0	0	8	0	0	68	0	7	0	2	0	0	2	0	0	0	0	0	0	0	0	0	31	4	0	0	0	12	0	7	25	11	0	0	0	0	53	12	0	0	0	0	0	1	3	0	17	0	1	0	0	2	0	0	1	38	0	2	1	0	61	2	0	0	0	0	5	0	0	9	0	0	0	14	0	0	0	0	1	0	89	0	0	1	0	208	0	0	0	0	0	39	30	7	0	1	0	8	0	1	0	0	30	0	0	2	0	57	0	0	0	0	1	0	0	0	0	2	2	4	1	4	0	0	0	1	0	18	23	0	0	9	0	0	0	32	0	1	11	2	0	0	1	0	2	0	2	6	0	1	0	0	0	0	0	0	0	0	0	6	0	8	0	528	0	0	1	44	11	0	100	0	73	0	4	0	0	4	0	17	0	65	0	1	61	0	0	0	1	0	35	0	0	89	107	0	0	1	0	0	7	42	0	0	0	24	9	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	12	0	0	4	0	0	0	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12692.150161	训练组	NSCLC	0	0	0	0	7	0	0	6	0	0	0	1	0	2	2	0	0	0	0	0	10	0	0	0	16	8	0	0	381	126	2	0	0	15	7	0	14	2	0	0	0	0	0	0	78	0	0	0	5	0	36	0	0	0	0	0	57	2	0	0	0	3	57	0	20	0	0	0	0	2	26	0	52	0	1	0	0	0	0	14	0	0	0	1	0	0	0	2	0	0	31	2	0	44	2	0	0	0	0	6	0	0	0	473	50	0	0	0	0	0	0	9	0	0	0	0	0	7	52	0	0	0	0	0	0	12	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	94	5	0	0	2	0	2	0	1	0	20	0	0	0	0	0	2	0	0	29	7	0	0	0	11	0	0	56	0	4	0	0	0	0	4	0	0	0	0	0	2	0	1	0	30	0	0	0	6	51	0	11	37	5	0	0	0	0	3	42	0	0	0	0	0	0	14	0	41	0	1	0	6	7	0	8	0	51	0	15	2	0	93	2	0	0	0	0	10	0	0	17	0	0	2	9	0	0	2	0	2	4	110	0	0	0	0	239	0	0	0	0	0	48	49	2	0	4	0	25	0	0	0	0	28	0	0	2	0	41	0	0	1	0	7	0	0	0	1	0	0	4	2	0	0	0	1	12	0	4	23	0	0	17	0	0	0	45	0	0	22	3	0	0	0	0	33	0	3	3	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	621	0	0	0	12	2	0	155	0	53	0	13	0	0	6	0	21	2	86	0	3	57	0	0	0	1	2	51	0	0	63	171	0	0	5	0	0	29	21	0	0	0	15	14	0	0	0	0	0	0	0	0	1	4	23	0	0	0	0	4	0	17	0	0	9	0	1	0	18	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12692.150162	训练组	NSCLC	0	0	0	0	24	0	0	13	0	5	7	6	2	0	35	0	0	0	4	0	25	0	0	0	100	3	0	0	1441	215	2	0	0	50	4	0	26	15	0	0	0	4	1	0	162	0	1	4	17	2	29	0	0	0	0	0	315	11	0	4	0	4	408	0	85	0	0	6	0	0	51	0	103	0	0	3	0	0	0	61	0	0	2	1	1	1	0	0	0	2	190	4	0	169	7	0	1	0	0	7	1	0	0	2441	90	0	0	4	0	0	0	11	0	0	0	1	0	53	208	0	0	0	0	0	0	35	0	1	0	0	10	0	0	0	2	3	0	0	0	0	0	3	0	3	9	1	20	1	0	357	7	0	2	25	1	1	0	6	4	107	0	0	0	0	0	15	0	3	237	1	0	0	1	33	0	0	247	0	20	0	0	0	0	4	0	0	0	0	0	3	0	0	0	74	0	0	5	17	77	0	45	87	24	0	0	3	0	10	126	0	1	0	0	2	1	16	0	50	0	17	0	0	10	0	0	0	277	0	25	0	0	252	3	0	0	0	0	37	8	9	26	2	25	2	42	0	0	1	0	0	2	436	0	0	30	0	826	0	3	0	0	6	122	191	24	0	0	0	42	0	1	0	0	184	0	0	2	0	85	0	0	0	1	4	0	0	0	0	11	6	11	2	4	3	0	0	15	2	4	111	0	4	27	0	0	0	110	0	7	42	7	0	2	2	0	21	0	8	26	5	20	4	0	0	0	4	10	0	3	0	16	0	33	0	2447	0	0	4	61	44	0	501	0	357	1	51	3	1	9	3	61	0	210	2	39	432	0	0	0	10	2	168	0	2	302	340	0	0	6	0	0	70	36	0	0	0	59	40	0	0	0	1	0	0	25	0	0	0	24	0	0	0	0	2	0	40	0	1	21	1	0	0	47	25	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12692.150199	训练组	NSCLC	1	0	0	4	14	1	0	4	0	1	0	0	0	0	7	0	0	0	0	0	18	1	2	0	44	7	0	0	503	53	6	0	0	14	0	0	20	2	0	0	2	6	1	0	69	0	1	2	2	0	21	0	0	0	0	0	68	9	0	0	0	3	118	0	18	0	2	0	0	0	27	0	62	0	0	2	0	0	0	44	1	0	1	0	0	0	0	0	0	1	71	2	0	35	4	0	2	0	0	10	0	0	0	1322	38	2	0	2	0	0	0	29	0	0	0	0	0	13	123	0	0	0	0	0	0	10	0	1	0	1	7	0	0	0	1	0	2	3	0	0	0	2	0	0	1	0	9	7	0	93	2	0	0	0	0	1	0	0	2	37	0	0	0	0	2	3	0	0	80	5	0	0	1	14	0	4	64	0	20	4	2	0	0	1	1	0	0	0	0	3	0	1	0	50	2	0	0	9	42	0	7	31	12	2	0	6	0	6	48	0	1	0	0	0	0	2	7	29	1	7	0	0	1	0	0	0	69	0	12	1	2	92	0	0	0	0	0	6	6	1	26	0	4	8	10	0	0	0	0	0	1	189	0	0	9	0	322	0	2	0	0	2	31	25	8	0	0	0	9	0	0	0	0	50	0	0	2	0	14	0	0	0	0	2	0	0	3	0	0	6	5	0	1	0	0	0	10	0	13	50	0	0	16	0	0	0	26	0	3	18	3	1	1	5	0	18	0	1	5	0	2	0	2	0	0	0	0	0	0	0	3	1	15	0	781	0	0	8	39	4	0	196	0	140	1	18	6	0	0	4	17	0	64	2	8	104	0	0	0	1	3	39	0	0	119	237	0	0	1	0	0	32	13	1	0	1	30	24	0	0	0	0	1	0	9	0	0	1	17	0	0	0	0	1	0	18	0	3	11	0	0	0	28	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
12692.150209	训练组	NSCLC	0	0	4	0	58	0	13	51	1	8	0	0	0	0	32	0	17	3	0	0	70	1	16	0	216	20	0	4	2554	520	1	0	0	87	22	0	59	29	0	0	0	14	2	0	391	0	16	2	22	8	92	9	0	0	0	0	463	6	6	5	0	25	356	11	57	0	26	4	0	0	141	0	138	0	0	0	0	4	2	201	0	0	0	0	3	0	1	0	0	0	286	0	0	390	9	11	0	8	0	20	0	0	0	5542	153	0	6	0	0	0	0	50	0	0	0	0	5	67	258	0	0	0	2	0	0	104	0	6	0	8	14	0	4	0	8	0	0	0	0	0	0	42	0	0	5	0	41	8	0	850	20	0	0	49	0	0	4	3	0	161	0	0	0	0	1	50	0	0	285	18	2	0	7	70	0	0	475	0	36	0	7	0	0	2	3	0	0	0	0	3	0	0	0	253	14	1	1	31	101	0	82	182	73	0	0	8	0	37	326	0	9	6	0	8	0	12	0	161	0	29	0	0	14	0	0	0	420	0	28	0	2	367	22	0	0	0	0	33	37	8	107	0	11	0	77	0	0	1	0	4	17	1017	7	2	81	0	1218	0	0	0	0	0	257	159	63	1	0	0	96	0	12	0	0	246	0	12	25	1	56	1	0	0	0	9	5	5	0	0	13	19	6	0	0	0	0	1	55	4	26	167	0	11	21	0	0	0	256	0	39	85	47	0	4	11	6	28	0	27	33	6	22	8	11	0	4	0	12	0	5	0	24	1	32	16	4387	0	0	3	172	63	8	958	4	716	1	108	12	0	26	11	115	4	541	10	33	538	0	0	0	15	13	274	4	4	566	269	0	6	25	0	5	328	63	2	0	3	104	68	0	0	0	0	0	0	30	0	3	6	37	4	0	0	2	4	0	65	0	8	64	17	0	1	152	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
