Sample	分组	Class	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	G101	G102	G103	G104	G105	G106	G107	G108	G109	G110	G111	G112	G113	G114	G115	G116	G117	G118	G119	G120	G121	G122	G123	G124	G125	G126	G127	G128	G129	G130	G131	G132	G133	G134	G135	G136	G137	G138	G139	G140	G141	G142	G143	G144	G145	G146	G147	G148	G149	G150	G151	G152	G153	G154	G155	G156	G157	G158	G159	G160	G161	G162	G163	G164	G165	G166	G167	G168	G169	G170	G171	G172	G173	G174	G175	G176	G177	G178	G179	G180	G181	G182	G183	G184	G185	G186	G187	G188	G189	G190	G191	G192	G193	G194	G195	G196	G197	G198	G199	G200	G201	G202	G203	G204	G205	G206	G207	G208	G209	G210	G211	G212	G213	G214	G215	G216	G217	G218	G219	G220	G221	G222	G223	G224	G225	G226	G227	G228	G229	G230	G231	G232	G233	G234	G235	G236	G237	G238	G239	G240	G241	G242	G243	G244	G245	G246	G247	G248	G249	G250	G251	G252	G253	G254	G255	G256	G257	G258	G259	G260	G261	G262	G263	G264	G265	G266	G267	G268	G269	G270	G271	G272	G273	G274	G275	G276	G277	G278	G279	G280	G281	G282	G283	G284	G285	G286	G287	G288	G289	G290	G291	G292	G293	G294	G295	G296	G297	G298	G299	G300	G301	G302	G303	G304	G305	G306	G307	G308	G309	G310	G311	G312	G313	G314	G315	G316	G317	G318	G319	G320	G321	G322	G323	G324	G325	G326	G327	G328	G329	G330	G331	G332	G333	G334	G335	G336	G337	G338	G339	G340	G341	G342	G343	G344	G345	G346	G347	G348	G349	G350	G351	G352	G353	G354	G355	G356	G357	G358	G359	G360	G361	G362	G363	G364	G365	G366	G367	G368	G369	G370	G371	G372	G373	G374	G375	G376	G377	G378	G379	G380	G381	G382	G383	G384	G385	G386	G387	G388	G389	G390	G391	G392	G393	G394	G395	G396	G397	G398	G399	G400	G401	G402	G403	G404	G405	G406	G407	G408	G409	G410	G411	G412	G413	G414	G415	G416	G417	G418	G419	G420	G421	G422	G423	G424	G425	G426	G427	G428	G429	G430	G431	G432	G433	G434	G435	G436	G437	G438	G439	G440	G441	G442	G443	G444	G445	G446	G447	G448	G449	G450	G451	G452	G453	G454	G455	G456	G457	G458	G459	G460	G461	G462	G463	G464	G465	G466	G467	G468	G469	G470	G471	G472	G473	G474	G475	G476
12667.X2067131	训练组	Control	1	0	0	0	13	0	0	1	0	0	0	0	0	0	11	0	0	0	0	0	10	0	0	0	62	2	0	0	945	151	4	0	0	6	3	0	10	5	1	0	0	0	3	0	81	0	10	0	5	0	41	3	0	0	0	0	91	5	0	0	0	1	97	0	45	0	0	0	0	0	23	0	23	0	0	0	0	0	0	40	0	0	0	0	7	0	0	0	0	0	53	0	0	70	0	0	0	0	0	0	2	0	0	507	18	0	0	0	0	0	0	6	0	0	0	0	0	7	43	0	0	0	0	0	0	33	0	0	0	10	5	0	2	0	0	0	0	0	0	0	0	9	1	0	0	0	3	6	0	294	4	0	0	7	0	1	0	0	0	20	0	0	0	0	0	7	0	0	98	0	4	0	0	11	0	0	117	0	8	3	6	0	0	0	0	0	0	1	0	2	0	0	0	41	1	0	0	3	36	0	5	38	12	1	0	0	0	0	47	0	0	0	0	3	0	4	0	34	0	6	0	0	1	0	0	0	146	0	7	0	1	161	3	0	0	0	0	5	1	1	5	0	0	0	12	0	0	0	0	0	0	140	0	0	0	0	503	0	0	0	0	0	96	64	8	0	0	0	12	0	0	0	0	88	0	0	4	0	17	0	0	0	0	0	0	0	0	0	1	4	2	0	6	0	0	0	5	0	9	31	0	0	7	0	0	0	49	0	1	6	0	0	0	1	0	8	0	3	5	0	2	0	4	0	0	0	0	0	1	0	0	0	13	0	1181	4	0	0	22	11	0	305	0	177	0	12	0	0	1	3	32	0	126	2	0	88	0	0	0	12	4	66	0	0	197	657	0	0	5	0	0	54	9	0	0	2	8	15	0	0	0	0	0	0	2	1	0	1	18	0	0	0	0	0	0	14	0	31	9	0	0	0	27	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X2068559	训练组	Control	0	0	0	0	23	1	4	6	0	8	1	0	1	0	18	1	0	0	0	0	48	0	3	0	88	20	0	0	1264	268	1	0	0	45	8	0	12	6	1	0	0	0	1	0	205	0	1	0	9	0	35	0	0	0	0	0	254	9	0	3	0	1	223	0	81	0	0	0	1	4	78	0	53	0	0	0	0	1	3	93	0	0	0	7	0	0	0	0	0	2	123	0	0	126	7	0	1	2	0	1	0	0	0	1995	49	0	0	1	0	0	0	27	0	0	0	3	0	36	174	0	0	0	0	0	0	68	1	1	0	5	5	3	2	0	3	0	1	0	0	0	0	17	0	0	7	0	19	5	0	430	24	0	0	4	0	3	0	7	0	54	0	0	0	0	0	7	0	2	143	1	0	0	1	23	0	0	240	0	13	0	4	0	0	4	0	0	0	0	0	3	0	0	0	110	5	0	0	8	74	0	39	79	27	0	0	0	0	14	93	0	1	0	0	1	0	11	0	63	0	5	0	1	0	0	1	0	231	1	20	8	0	218	0	0	0	0	2	26	5	9	13	0	5	4	34	0	0	5	0	0	5	393	0	1	5	0	797	0	0	0	0	0	107	146	15	0	0	0	42	0	1	0	0	181	0	0	1	1	21	0	0	0	0	7	0	0	0	4	13	4	6	0	1	0	0	3	33	7	66	97	0	4	18	0	0	0	134	0	6	49	11	0	1	3	0	22	0	3	27	6	29	1	3	0	0	0	0	0	0	0	10	0	21	3	2317	0	0	2	90	34	2	551	9	279	0	33	1	0	9	4	105	17	239	6	23	303	0	0	0	3	16	136	1	0	390	73	0	0	6	0	0	119	44	0	0	0	35	23	0	0	0	0	5	0	7	0	2	6	25	0	1	1	0	0	0	49	0	2	20	2	0	0	69	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X2068760	训练组	Control	0	0	0	0	13	0	3	5	0	1	0	0	0	0	7	0	0	2	2	0	9	0	5	0	45	3	0	0	865	169	1	0	1	22	9	0	7	5	0	0	0	1	0	0	144	0	0	0	1	0	19	0	0	0	0	0	79	1	0	0	0	4	126	0	23	0	0	0	4	0	39	0	23	0	0	0	0	0	0	27	0	0	4	0	0	0	0	0	0	0	94	0	0	73	0	0	0	6	0	3	0	0	0	764	41	1	0	0	0	0	0	17	0	0	2	0	1	8	55	0	0	0	0	0	0	67	0	0	0	6	2	1	0	0	0	3	0	2	0	0	0	10	0	0	0	0	17	2	0	284	0	0	0	4	0	0	0	0	0	83	0	0	0	0	0	4	0	5	85	0	0	0	0	22	0	0	160	0	4	1	1	0	0	0	0	0	0	0	0	2	0	0	0	63	0	0	0	12	47	0	10	52	10	0	0	0	0	0	85	0	0	0	0	0	0	2	0	36	0	2	0	0	2	0	0	2	131	5	4	0	2	95	1	0	1	0	0	9	5	0	24	0	5	2	12	0	0	0	0	1	7	242	0	0	0	0	412	0	1	0	0	1	71	50	4	0	0	0	28	0	4	0	0	84	0	0	0	0	19	0	0	0	0	7	0	0	0	0	3	6	1	0	4	0	0	0	13	0	18	59	0	0	9	1	0	0	83	0	12	27	9	0	7	0	0	7	0	1	12	0	5	5	0	0	0	0	0	0	0	0	0	0	3	6	1235	0	0	3	41	22	1	307	0	237	0	7	1	0	1	0	17	0	118	8	3	135	0	0	0	0	0	67	0	0	196	293	0	0	1	0	0	39	19	0	0	0	29	11	0	0	1	0	0	0	14	0	1	0	19	0	0	0	0	0	0	37	0	0	4	0	0	0	36	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X2068980	训练组	Control	0	0	0	0	23	0	0	13	0	0	0	2	0	0	22	0	0	0	0	0	0	0	4	0	58	10	0	0	1016	308	3	0	0	49	2	0	10	0	0	0	0	0	0	0	122	0	13	0	4	0	44	0	0	0	0	0	147	4	0	9	0	1	184	0	74	0	0	0	0	0	40	0	20	0	0	0	0	0	0	40	5	0	4	0	7	0	1	0	0	2	75	0	0	112	4	0	0	0	0	2	0	0	0	1042	52	0	0	0	0	0	0	5	1	0	2	3	0	18	51	0	0	0	0	1	0	15	0	0	0	0	4	0	0	0	15	0	0	0	0	0	0	5	0	2	2	0	4	8	7	253	5	0	0	8	0	3	0	3	0	65	0	0	0	0	9	8	0	0	113	0	0	0	2	24	0	0	149	0	7	0	5	0	0	1	0	0	0	0	0	0	0	2	0	62	1	0	0	9	40	0	36	51	7	0	0	0	0	8	109	0	3	0	0	0	0	5	0	31	0	1	0	0	1	0	0	0	160	0	7	0	0	179	0	2	0	0	0	23	6	12	18	0	0	1	42	0	0	0	0	4	0	350	0	0	6	5	572	0	0	0	0	1	69	69	26	0	0	0	11	0	0	0	0	133	0	0	0	0	8	0	0	2	0	5	0	0	0	2	0	0	4	0	0	0	0	0	14	9	30	39	0	0	12	0	0	0	85	0	3	41	7	0	6	0	0	13	0	5	14	4	2	11	0	0	0	0	0	0	0	0	1	0	4	4	1418	0	0	0	68	9	0	397	5	171	0	36	7	0	0	0	26	1	165	4	11	137	3	0	0	0	0	94	0	2	237	251	0	9	12	0	0	30	26	0	0	7	41	21	0	0	0	0	0	0	6	0	0	0	21	0	0	0	0	0	0	43	0	0	12	3	0	0	55	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X2071711	训练组	Control	3	0	0	0	79	13	6	48	0	2	0	4	0	0	46	0	13	0	11	0	127	0	0	0	165	15	0	0	3050	539	0	0	0	98	10	6	77	19	0	0	0	4	1	5	559	0	21	0	27	0	91	7	0	0	0	17	382	17	0	0	0	8	548	3	224	8	15	0	0	8	74	0	188	0	0	0	4	4	0	156	10	0	8	0	8	0	0	0	0	12	369	0	0	290	19	1	1	18	0	6	8	0	0	4174	275	0	0	8	0	0	0	12	0	0	2	0	0	102	304	1	0	0	0	0	0	162	0	5	0	13	41	0	2	0	5	0	0	0	0	0	0	17	0	0	15	0	53	12	9	1043	24	0	0	15	0	5	9	0	0	151	0	0	0	0	3	24	0	3	396	7	3	0	0	93	0	0	524	7	29	21	1	0	0	0	0	16	0	0	0	13	0	4	0	221	9	0	21	77	193	0	56	241	65	0	4	8	0	10	234	0	0	0	0	7	0	38	2	167	0	36	0	0	12	0	0	0	393	0	77	0	0	603	5	0	0	0	0	54	5	22	40	0	0	3	102	0	0	7	0	0	17	895	0	0	16	0	1771	0	0	0	0	0	328	313	40	0	0	0	121	0	1	0	0	280	0	0	0	0	63	8	0	0	0	44	0	0	0	0	8	27	43	0	7	10	2	0	48	18	58	225	0	0	63	4	0	0	239	0	15	111	28	0	0	1	1	40	0	9	39	19	35	14	0	0	4	0	8	0	14	0	17	2	73	12	5401	0	0	7	187	65	7	1103	0	699	0	99	3	0	27	17	159	7	654	6	28	804	0	0	11	11	34	393	0	0	849	661	0	0	17	0	0	325	55	1	0	0	114	70	0	0	0	8	0	1	4	0	0	0	85	0	0	0	0	8	0	154	0	8	33	0	3	0	150	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X2074003	训练组	Control	0	0	0	0	45	0	10	22	0	2	5	9	0	0	16	0	0	3	0	0	21	1	0	0	81	5	0	0	1138	233	7	0	0	50	14	0	13	9	0	0	1	0	1	0	244	0	6	7	20	0	26	0	0	0	0	0	350	25	0	0	0	5	181	0	40	0	4	0	0	6	41	0	79	0	2	3	0	1	0	76	0	0	2	0	1	0	0	0	0	0	131	0	0	121	7	4	1	2	1	3	0	0	0	2268	98	0	0	0	0	0	0	13	0	0	0	0	0	12	492	0	0	0	0	0	0	46	0	0	0	0	3	0	0	0	2	5	1	3	0	0	0	11	0	0	4	0	8	16	7	393	12	0	3	14	0	4	0	5	0	87	0	0	0	0	0	18	0	0	142	3	0	0	0	43	0	0	155	0	16	0	2	0	0	1	1	0	0	4	0	0	0	0	0	99	5	0	0	18	81	0	14	108	33	2	0	0	1	7	71	0	5	0	0	3	1	8	2	57	0	3	2	0	3	0	0	0	176	0	24	1	0	218	6	0	0	0	0	17	16	8	44	0	0	1	31	0	0	0	0	0	0	545	0	3	8	3	735	0	1	2	0	0	95	97	11	0	0	0	34	0	11	0	3	167	0	0	0	0	29	1	0	0	0	6	1	0	0	5	7	9	10	0	0	2	10	1	28	0	112	95	0	2	23	0	0	0	92	0	2	44	29	0	0	0	0	10	0	10	20	0	4	12	0	0	0	0	7	0	0	0	9	2	14	3	2014	0	0	1	81	12	1	429	0	357	0	49	7	0	2	1	92	1	254	6	22	349	0	0	0	11	10	186	3	0	323	129	0	0	11	0	0	145	57	0	0	2	56	32	0	0	0	0	0	0	1	0	0	4	44	0	0	0	0	2	0	36	0	0	15	0	1	1	84	32	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X2076870	训练组	Control	0	0	0	0	19	0	0	23	0	0	2	0	0	0	15	0	0	5	0	0	25	0	0	0	94	10	0	0	1217	238	0	0	0	21	0	0	16	13	0	0	0	3	2	0	177	0	4	0	2	0	31	0	0	0	0	0	152	11	0	0	0	8	251	8	88	0	0	1	0	0	31	0	117	0	0	0	0	0	0	60	4	0	3	5	0	0	0	0	0	0	223	0	0	95	3	0	0	1	0	12	0	0	0	1494	88	0	0	2	0	0	3	12	0	0	0	0	0	30	134	0	0	0	0	2	0	41	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	17	0	0	12	0	15	10	1	326	5	0	1	10	0	6	0	0	0	33	0	0	0	0	8	6	0	0	210	8	0	0	0	27	0	0	207	0	16	0	0	0	0	0	0	0	0	0	0	4	0	0	0	115	0	0	0	25	58	0	5	38	12	0	0	3	0	14	114	0	0	0	0	6	0	0	0	57	0	15	0	0	4	0	1	0	211	2	4	2	0	156	2	0	0	0	0	13	6	15	15	0	1	2	56	0	0	0	0	2	11	271	0	0	8	0	769	0	4	0	0	0	109	130	4	0	0	0	43	0	4	0	0	174	0	0	11	0	33	0	2	0	0	6	0	0	0	0	0	0	8	0	0	0	0	0	27	0	10	73	3	5	13	0	0	0	106	0	3	48	9	0	3	0	5	12	0	15	11	16	1	0	0	0	0	0	11	0	0	0	4	0	26	2	1867	0	0	0	69	23	0	510	0	199	0	29	0	0	16	5	78	0	204	5	1	248	0	0	0	11	18	130	0	0	228	372	0	1	13	0	2	74	27	0	0	0	46	27	0	0	1	5	0	0	16	0	0	4	20	1	0	0	0	1	0	23	3	0	22	0	0	4	40	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X2130028	训练组	Control	3	0	0	0	14	0	0	10	0	0	0	0	0	0	8	0	0	0	0	0	10	0	0	0	31	3	0	0	775	115	2	3	0	25	9	0	13	1	0	0	0	0	0	0	129	0	0	0	5	4	7	0	0	0	0	0	53	1	0	0	0	0	166	5	32	0	0	0	0	0	41	0	20	0	0	0	0	0	0	17	0	0	2	0	0	2	0	0	0	0	75	0	0	91	3	0	0	0	0	5	0	0	0	971	97	0	0	0	0	0	0	31	0	0	0	0	0	13	132	0	0	1	0	0	0	66	0	0	6	0	0	0	0	0	2	0	0	1	0	0	0	10	0	0	2	0	4	1	0	181	12	0	0	11	0	2	0	1	0	44	0	0	0	0	2	0	0	0	60	0	0	0	1	12	0	0	142	0	6	0	2	10	0	10	0	0	0	0	0	0	0	2	0	32	15	0	0	9	33	0	13	66	6	0	0	0	0	1	47	0	0	0	0	0	0	1	0	20	0	0	0	0	0	0	0	0	102	0	0	0	0	99	1	0	0	0	0	2	0	2	4	0	1	0	39	0	0	0	0	0	0	175	0	11	1	0	407	0	0	0	0	4	50	79	6	0	0	0	14	0	0	0	0	105	0	0	4	0	16	0	0	0	0	0	0	0	0	7	0	2	0	0	1	0	0	0	4	0	54	48	0	0	6	2	0	0	35	0	4	28	18	0	0	0	0	4	0	2	12	0	7	2	0	0	0	0	1	0	0	0	2	0	2	21	1025	0	0	7	60	13	3	248	0	159	0	26	0	0	6	0	31	3	157	2	0	144	0	0	0	3	9	89	1	0	151	282	0	0	1	0	0	14	20	0	0	0	29	7	2	0	0	0	0	0	4	0	0	0	10	0	0	0	0	1	0	3	0	1	3	4	0	0	60	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X2147547	训练组	Control	0	0	0	0	36	0	16	44	0	5	0	2	0	0	30	0	7	0	0	0	25	0	0	0	121	9	0	0	2007	507	0	0	0	38	0	0	45	25	0	0	0	3	18	0	319	0	3	5	11	8	43	0	0	0	0	0	387	36	0	5	0	0	518	0	65	0	1	4	8	0	61	0	145	3	10	0	0	0	0	91	0	0	11	0	1	0	0	3	0	0	243	0	0	189	0	2	0	1	0	0	0	0	0	2790	156	6	0	0	0	0	0	6	0	0	0	1	0	44	162	2	0	0	0	0	0	65	0	4	0	0	9	0	0	0	0	0	0	0	0	0	0	5	0	0	17	0	38	8	0	570	16	0	0	12	0	6	0	0	0	101	0	0	0	0	0	2	0	0	286	5	0	0	0	72	1	0	336	0	3	0	0	0	0	0	0	0	0	15	0	0	0	0	9	98	18	0	6	49	119	0	44	128	50	0	3	0	0	18	170	0	3	0	0	17	0	14	0	63	0	27	0	10	2	0	1	0	304	0	36	22	0	346	4	0	18	0	0	19	30	2	57	0	0	0	45	0	0	0	0	0	5	485	0	13	20	5	1295	0	3	0	0	0	142	208	22	0	0	0	87	0	0	0	0	229	0	0	2	0	36	1	0	0	0	6	0	0	0	4	8	9	4	2	0	5	0	3	73	0	12	97	0	5	42	0	0	0	213	0	3	85	11	0	0	9	7	28	0	21	19	0	6	1	0	0	0	0	0	0	0	0	19	4	27	0	3562	0	0	25	170	34	4	729	0	389	0	49	0	0	0	1	50	5	349	2	6	422	0	0	0	22	5	229	6	0	325	621	0	0	9	2	0	156	46	0	0	0	99	43	0	0	0	2	0	0	8	0	0	0	71	4	0	0	0	9	0	81	0	0	28	2	1	0	109	35	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X2339235	训练组	Control	0	0	1	0	14	0	3	10	0	0	0	2	0	0	1	0	3	0	0	0	9	0	0	0	35	7	0	0	1186	235	5	0	0	25	5	0	12	4	0	0	0	3	0	0	165	0	0	0	1	0	55	0	0	0	0	0	115	1	0	0	0	7	153	0	39	0	0	0	0	0	26	0	55	0	0	0	0	0	0	28	0	0	7	3	0	0	0	0	0	0	85	15	0	95	0	0	0	0	0	0	0	0	0	865	109	0	0	0	0	0	0	2	0	0	4	0	1	26	85	0	0	0	0	0	0	15	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	25	0	0	2	0	3	2	2	247	1	0	0	11	0	0	0	0	0	43	0	0	0	0	10	1	0	0	68	2	0	0	0	22	0	4	104	0	13	0	1	0	0	0	1	0	0	0	0	0	0	0	0	68	10	0	0	8	47	0	15	80	13	2	0	0	0	18	120	0	0	0	0	3	0	3	0	66	0	5	0	0	2	0	0	0	245	0	16	3	0	137	3	0	0	0	0	19	0	0	6	0	1	0	17	0	0	2	0	0	2	287	0	0	11	0	524	0	0	0	0	0	79	100	3	0	0	0	54	0	1	0	0	99	0	0	1	0	8	6	0	0	1	11	0	0	0	0	6	3	2	0	0	0	0	1	43	0	37	49	0	1	9	0	0	0	41	0	0	20	9	0	0	0	0	49	0	7	7	0	2	11	0	0	0	0	0	0	0	0	6	0	14	2	1766	0	0	0	61	24	0	349	0	187	0	29	0	0	4	2	49	6	127	2	17	171	0	0	0	1	3	76	0	0	275	171	0	0	0	3	0	53	51	0	0	6	63	7	0	0	0	0	0	0	2	2	0	0	25	0	0	0	0	12	0	27	0	8	9	1	9	0	16	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X2378267	训练组	Control	0	0	0	0	7	0	6	1	0	2	0	0	1	0	15	2	0	2	0	0	9	0	0	0	60	0	0	0	792	127	5	0	0	12	14	0	15	5	0	0	0	6	0	0	103	0	1	0	5	1	34	0	0	0	0	0	98	3	0	1	0	0	80	2	32	0	0	0	0	0	40	0	17	0	0	0	0	0	0	32	0	0	1	0	0	0	0	2	0	1	70	0	0	90	3	0	0	0	0	8	0	0	0	829	38	1	0	1	0	0	2	7	0	0	0	0	0	22	77	0	0	0	0	0	0	26	0	0	0	2	7	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	15	1	2	281	7	0	0	11	0	3	1	3	0	26	0	0	0	0	0	5	0	1	116	0	0	0	0	13	1	0	115	0	4	0	1	0	0	0	1	0	0	0	0	3	0	0	0	38	0	0	0	13	16	0	9	46	15	0	0	0	0	1	66	0	0	0	0	3	0	3	0	38	0	2	0	0	8	0	0	0	108	0	7	0	0	110	0	0	0	0	0	8	5	0	15	0	0	5	16	0	0	6	0	4	1	163	0	0	1	3	418	0	0	0	0	0	64	69	1	0	0	0	15	0	2	0	3	62	0	0	4	0	12	0	0	2	0	0	0	0	0	0	5	7	1	0	1	2	3	2	13	0	0	29	0	0	8	0	0	0	42	0	10	38	10	0	1	3	0	14	0	8	12	0	0	4	0	0	0	0	1	0	0	0	7	1	15	3	1225	0	0	2	60	15	3	324	0	154	0	32	4	0	4	4	17	1	118	0	7	160	0	0	0	2	0	102	0	0	201	94	2	0	4	0	0	36	12	0	0	0	34	8	0	0	0	0	0	1	3	0	0	0	6	0	0	2	0	0	0	17	0	0	5	0	0	0	29	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X2403412	训练组	Control	5	0	0	0	42	0	1	22	0	20	0	7	0	0	43	0	0	1	0	0	27	0	11	0	155	9	0	0	1298	205	7	0	0	74	15	0	38	12	2	0	0	0	3	0	198	0	5	8	11	0	52	5	0	0	0	0	357	16	0	0	0	7	250	1	111	0	4	1	1	0	53	0	62	6	0	0	0	7	0	126	0	0	2	12	3	0	0	5	0	6	85	0	0	136	7	0	5	2	2	17	3	0	1	3497	62	0	0	1	0	0	0	40	3	0	0	1	1	28	235	0	0	0	0	0	0	74	2	1	1	0	2	0	0	0	2	6	1	0	0	0	0	26	0	0	12	0	42	5	7	408	26	0	4	9	0	2	3	2	0	98	1	0	0	0	0	8	0	0	251	10	0	0	2	33	0	2	208	0	33	0	10	0	0	7	0	0	0	0	0	2	0	0	0	92	3	0	0	36	79	0	47	67	15	0	3	2	0	15	119	0	3	0	0	1	0	1	1	78	0	9	3	0	3	0	0	0	222	5	26	6	0	229	7	1	3	7	0	34	17	11	46	0	0	7	27	0	0	2	0	0	5	683	0	11	57	2	682	0	7	0	0	0	118	139	11	0	0	0	108	0	5	0	0	114	0	0	0	0	39	0	0	0	6	12	0	2	0	0	7	12	1	0	0	6	3	2	57	6	13	155	0	7	20	0	0	0	96	0	0	52	15	3	5	5	0	18	0	5	17	6	17	1	3	0	0	0	4	0	3	0	11	0	13	11	2490	0	0	0	96	19	12	516	0	434	0	108	7	0	15	9	71	3	271	3	13	331	0	0	0	8	13	197	0	0	364	303	2	0	24	0	0	125	25	1	0	7	61	38	0	0	0	1	0	0	16	0	0	7	59	0	0	3	0	0	0	32	0	11	35	2	0	0	90	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
