OTU	A1	A2	A3	B1	B2	B3
ASV1551	0	0	0	2	30	0
ASV1552	0	0	0	0	0	1
ASV1553	0	0	0	1	0	0
ASV1554	0	0	0	3	0	0
ASV1555	0	0	0	1	0	0
ASV1556	0	0	0	0	1	0
ASV1557	0	0	1	0	0	0
ASV1558	17	7	7	26	3	24
ASV1559	0	0	0	79	0	0
ASV1560	0	0	0	0	1	0
ASV1561	0	0	0	0	1	0
ASV1562	0	0	0	0	2	0
ASV1563	0	0	0	0	2	0
ASV1564	0	0	0	0	0	1
ASV1565	0	0	0	1	1	0
ASV1566	0	0	0	1	0	0
ASV1567	0	0	0	0	1	0
ASV1568	0	0	0	49	3	8
ASV1569	0	0	0	1	11	26
ASV1570	0	0	0	1	0	0
ASV1571	0	0	0	1	0	0
ASV1572	0	0	0	0	1	0
ASV1573	0	0	0	1	0	0
ASV1574	2	0	0	0	0	0
ASV1575	0	1	0	0	0	0
ASV1576	0	0	0	0	3	4
ASV1577	0	0	0	1	1	4
ASV1578	0	0	0	12	4	2
ASV1579	28	17	7	0	0	0
ASV1580	0	0	0	1	0	0
ASV1581	0	0	0	0	2	15
ASV1582	0	0	0	0	0	1
ASV1583	0	0	0	0	0	1
ASV1584	0	0	0	0	0	1
ASV1585	0	0	0	0	0	1
ASV1586	0	0	0	1	0	0
ASV1587	0	0	0	0	1	0
ASV1588	0	0	0	2	1	0
ASV1589	0	1	0	0	0	0
ASV1590	0	0	0	0	2	2
ASV1591	0	0	0	0	0	1
ASV1592	0	0	0	0	0	1
ASV1593	48	19	3	1	5	1
ASV1594	0	0	0	3	0	2
ASV1595	0	0	0	0	1	0
ASV1596	0	0	0	0	0	1
ASV1597	0	2	2	1	0	1
ASV1598	0	0	0	1	0	1
ASV1599	0	0	0	8	0	1
ASV1600	0	0	1	0	0	0
ASV1601	0	0	0	0	2	0
ASV1602	0	0	0	0	5	0
ASV1603	0	0	0	0	1	0
ASV1604	0	0	0	47	60	32
ASV1605	1	4	0	0	0	0
ASV1606	0	0	0	0	0	1
ASV1607	0	0	0	0	1	0
ASV1608	58	19	11	0	0	0
ASV1609	0	0	0	0	0	1
ASV1610	0	0	0	0	0	1
ASV1611	0	0	0	1	0	1
ASV1612	0	0	0	2	0	0
ASV1613	0	0	0	1	0	0
ASV1614	0	0	0	1	0	0
ASV1615	0	0	0	36	47	59
ASV1616	0	0	0	0	0	1
ASV1617	0	0	0	4	7	11
ASV1618	0	0	0	0	0	1
ASV1619	0	0	0	1	1	0
ASV1620	0	0	0	2	0	1
ASV1621	0	0	0	0	2	3
ASV1622	0	0	0	2	0	0
ASV1623	0	0	0	0	1	0
ASV1624	0	0	0	0	1	0
ASV1625	0	0	0	57	4	43
ASV1626	0	0	0	0	0	1
ASV1627	0	0	0	1	0	0
ASV1628	0	0	0	0	1	0
ASV1629	0	0	0	1	0	0
ASV1630	0	0	0	1	0	0
ASV1631	0	0	0	2	0	0
ASV1632	0	0	0	1	0	0
ASV1633	0	0	0	0	2	0
ASV1634	0	0	0	396	0	0
ASV1635	0	0	0	18	88	18
ASV1636	0	0	0	0	1	0
ASV1637	0	0	0	0	1	0
ASV1638	0	0	0	0	1	0
ASV1639	0	2	0	0	0	0
ASV1640	0	0	1	0	0	0
ASV1641	0	0	0	0	1	4
ASV1642	0	0	0	0	0	1
ASV1643	0	0	0	0	0	1
ASV1644	40	40	35	0	0	0
ASV1645	0	0	0	0	1	0
ASV1646	0	0	0	1	0	0
ASV1647	0	0	0	0	0	2
ASV1648	0	0	0	0	1	0
ASV1649	0	0	0	0	7	0
ASV1650	0	1	1	0	0	0
ASV1651	10	21	7	0	0	0
ASV1652	3	7	1	0	0	1
ASV1653	0	0	0	1	0	0
ASV1654	0	0	0	1	0	0
ASV1655	0	0	0	1	0	0
ASV1656	0	0	0	1	0	0
ASV1657	0	0	0	1	0	0
ASV1658	0	0	0	0	0	1
ASV1659	0	0	0	0	0	1
ASV1660	0	1	0	0	0	0
ASV1661	0	0	0	0	1	0
ASV1662	14	4	7	1	3	4
ASV1663	0	0	0	1	16	0
ASV1664	9	6	10	0	0	0
ASV1665	0	0	0	0	0	2
ASV1666	0	0	0	4	0	3
ASV1667	0	0	0	0	0	2
ASV1668	0	0	0	1	0	0
ASV1669	0	0	0	1	0	0
ASV1670	0	0	0	0	0	2
ASV1671	0	0	0	7	24	9
ASV1672	0	0	0	6	4	2
ASV1673	0	0	0	1	0	0
ASV1674	0	0	0	0	0	1
ASV1675	0	0	0	5	0	1
ASV1676	0	0	0	0	0	4
ASV1677	0	0	0	0	1	0
ASV1678	0	0	0	1	0	0
ASV1679	4	9	2	0	1	6
ASV1680	0	0	0	2	0	0
ASV1681	0	0	0	6	17	11
ASV1682	0	0	0	1	0	0
ASV1683	0	0	0	11	10	26
ASV1684	0	0	0	1	0	0
ASV1685	0	0	0	1	0	0
ASV1686	0	0	0	1	0	0
ASV1687	1	0	1	1	2	0
ASV1688	0	0	0	0	1	0
ASV1689	0	0	0	4	2	1
ASV1690	0	0	0	0	1	0
ASV1691	7	6	3	18	2	11
ASV1692	21	21	16	5	24	8
ASV1693	0	0	0	6	3	0
ASV1694	0	0	0	0	1	0
ASV1695	0	0	0	0	1	0
ASV1696	0	0	0	0	1	0
ASV1697	1	0	0	0	0	0
ASV1698	0	0	0	1	0	0
ASV1699	0	0	0	1	0	0
ASV1700	0	0	0	3	4	0
ASV1701	0	0	0	1	0	0
ASV1702	0	1	0	0	0	0
ASV1703	0	0	0	9	14	6
ASV1704	0	0	0	0	0	3
ASV1705	1	0	0	0	0	0
ASV1706	0	0	0	0	0	1
ASV1707	0	0	0	0	1	1
ASV1708	5	16	4	0	0	0
ASV1709	0	0	0	3	2	5
ASV1710	0	0	0	0	0	1
ASV1711	0	0	0	2	0	0
ASV1712	0	0	0	0	1	0
ASV1713	0	0	0	1	0	0
ASV1714	0	0	0	1	0	0
ASV1715	0	0	0	0	1	0
ASV1716	0	0	0	4	2	2
ASV1717	0	0	0	28	17	13
ASV1718	0	0	0	1	0	0
ASV1719	0	0	0	0	5	1
ASV1720	0	0	0	0	1	0
ASV1721	0	0	0	0	1	0
ASV1722	0	1	0	0	0	0
ASV1723	0	0	0	0	0	1
ASV1724	1	0	0	0	0	2
ASV1725	0	0	0	3	0	1
ASV1726	0	0	0	0	0	1
ASV1727	0	0	0	3	0	12
ASV1728	0	0	0	0	1	3
ASV1729	1	0	0	0	0	0
ASV1730	1090	856	1729	0	0	0
ASV1731	0	0	0	7	8	0
ASV1732	0	0	0	0	0	1
ASV1733	0	0	0	1	0	0
ASV1734	0	0	0	1	0	0
ASV1735	1	2	0	0	0	0
ASV1736	0	0	0	0	0	1
ASV1737	0	0	0	0	0	1
ASV1738	0	0	0	0	0	1
ASV1739	0	0	0	0	0	1
ASV1740	0	0	0	3	1	1
ASV1741	0	0	0	1	0	1
ASV1742	0	0	0	1	0	0
ASV1743	0	0	0	1	0	0
ASV1744	0	0	0	2	1	0
ASV1745	0	0	0	0	1	0
ASV1746	0	0	0	0	0	1
ASV1747	0	0	0	5	2	19
ASV1748	0	0	0	0	2	1
ASV1749	0	0	0	1	1	1
ASV1750	0	0	0	0	1	0
ASV1751	1	7	1	31	11	27
ASV1752	0	0	0	0	1	0
ASV1753	0	0	0	0	2	0
ASV1754	0	0	0	0	1	0
ASV1755	0	0	0	2	1	1
ASV1756	0	0	0	5	42	9
ASV1757	0	0	0	1	1	0
ASV1758	17	25	26	0	0	0
ASV1759	0	0	0	14	5	6
ASV1760	0	0	1	0	0	1
ASV1761	0	0	0	24	0	14
ASV1762	58	52	73	0	0	0
ASV1763	0	0	0	4	389	49
ASV1764	0	0	0	0	59	9
ASV1765	0	0	0	17	0	0
ASV1766	0	0	0	19	21	19
ASV1767	0	0	0	1	13	4
ASV1768	0	0	0	67	1	0
ASV1769	0	0	0	6	10	6
ASV1770	0	0	0	23	0	0
ASV1771	5	2	20	19	2	8
ASV1772	0	0	0	6	27	53
ASV1773	23	27	15	2	11	28
ASV1774	0	0	0	2486	201	1206
ASV1775	0	0	0	206	160	173
ASV1776	0	0	0	0	4	1
ASV1777	0	0	0	0	0	17
ASV1778	0	0	0	43	6	75
ASV1779	32	12	6	5	33	7
ASV1780	0	48	1	0	0	0
ASV1781	10	11	0	0	0	0
ASV1782	0	0	0	43	0	0
ASV1783	0	0	0	13	0	3
ASV1784	0	0	0	2	19	1
ASV1785	0	0	0	6	3	3
ASV1786	412	427	303	246	100	250
ASV1787	0	0	0	41	69	26
ASV1788	0	0	0	47	0	23
ASV1789	0	4	0	15	4	0
ASV1790	1	3	13	5	16	12
ASV1791	2	4	6	4	5	10
ASV1792	3	5	1	0	0	0
ASV1793	14	18	45	4	1	5
ASV1794	0	0	0	48	27	93
ASV1795	0	0	0	4	1	17
ASV1796	0	0	0	23	1	14
ASV1797	349	204	145	0	0	0
ASV1798	1	2	0	0	0	0
ASV1799	0	0	0	1	1	0
ASV1800	0	0	0	2	9	3
ASV1801	0	0	0	6	0	18
ASV1802	0	0	0	0	0	27
ASV1803	0	0	0	1	20	3
ASV1804	0	0	0	14	7	4
ASV1805	0	0	0	23	0	0
ASV1806	0	0	0	48	2	52
ASV1807	0	0	0	9	7	9
ASV1808	6	25	3	275	134	194
ASV1809	0	0	0	2	6	1
ASV1810	0	0	0	12	10	0
ASV1811	0	0	0	15	2	1
ASV1812	0	0	0	8	0	21
ASV1813	9	1	2	1	0	1
ASV1814	0	0	0	22	1	6
ASV1815	0	0	0	11	43	22
ASV1816	0	0	0	4	1	1
ASV1817	0	0	0	2	4	5
ASV1818	0	0	0	1	0	3
ASV1819	0	0	0	21	122	329
ASV1820	41	26	32	0	0	0
ASV1821	0	0	0	35	1	0
ASV1822	0	0	0	51	27	5
ASV1823	26	50	43	0	0	0
ASV1824	0	0	0	1	5	8
ASV1825	13	20	12	0	0	0
ASV1826	0	0	0	4	0	0
ASV1827	0	0	0	26	8	31
ASV1828	1	4	0	0	18	0
ASV1829	0	0	0	7	7	15
ASV1830	4	6	1	161	221	293
ASV1831	0	0	0	17	10	8
ASV1832	12	14	24	6	2	0
ASV1833	0	0	0	0	0	1
ASV1834	0	0	0	29	6	41
ASV1835	0	0	0	9	5	6
ASV1836	0	0	1	1	0	0
ASV1837	0	0	0	22	0	0
ASV1838	0	0	0	8	0	0
ASV1839	42	21	60	1	2	6
ASV1840	0	0	0	14	3	5
ASV1841	0	0	0	65	25	6
ASV1842	32	11	11	0	0	0
ASV1843	0	0	0	7	6	15
ASV1844	33	8	11	18	135	30
ASV1845	18	8	23	0	0	0
ASV1846	0	0	0	7	4	0
ASV1847	0	0	0	0	0	11
ASV1848	0	0	0	41	0	3
ASV1849	34	41	18	0	0	0
ASV1850	0	0	0	3	8	8
ASV1851	0	0	0	5	6	8
ASV1852	0	0	0	84	172	301
ASV1853	60	10	16	0	0	0
ASV1854	0	0	0	0	1	0
ASV1855	2	0	0	13	14	26
ASV1856	0	0	0	5	2	0
ASV1857	17	5	88	48	6	21
ASV1858	0	0	0	0	0	8
ASV1859	0	0	0	15	0	10
ASV1860	7	4	19	0	0	0
ASV1861	0	0	0	16	2	1
ASV1862	0	0	0	6	12	59
ASV1863	0	0	0	63	22	149
ASV1864	0	0	0	2	0	0
ASV1865	0	0	0	2	7	10
ASV1866	0	0	1	0	0	0
ASV1867	0	0	0	0	30	0
ASV1868	12	8	9	4	2	5
ASV1869	0	0	0	14	2	2
ASV1870	11	5	1	8	4	5
ASV1871	0	1	1	7	4	6
ASV1872	0	1	2	4	0	0
ASV1873	0	0	0	39	0	0
ASV1874	0	0	0	194	319	210
ASV1875	0	0	0	0	2	27
ASV1876	5	6	3	7	6	6
ASV1877	0	0	0	1	4	0
ASV1878	0	0	1	3	1	4
ASV1879	0	0	0	7	2	6
ASV1880	15	2	4	1	22	34
ASV1881	0	6	0	0	0	0
ASV1882	0	0	0	17	0	0
ASV1883	32	37	28	0	0	0
ASV1884	0	0	0	1	11	7
ASV1885	1114	1480	654	707	321	937
ASV1886	0	0	0	18	211	55
ASV1887	1	0	0	0	0	0
ASV1888	0	0	0	22	5	0
ASV1889	1	6	11	17	47	41
ASV1890	0	0	0	5	1	13
ASV1891	0	0	0	10	0	3
ASV1892	0	0	0	9	0	2
ASV1893	0	0	0	24	2	11
ASV1894	0	0	3	40	14	25
ASV1895	0	0	0	9	43	6
ASV1896	4	12	3	0	0	0
ASV1897	0	0	0	0	0	321
ASV1898	0	0	0	2	44	5
ASV1899	0	0	0	3	8	11
ASV1900	0	0	0	28	46	46
ASV1901	0	0	0	9	0	0
ASV1902	0	0	0	50	10	0
ASV1903	5	0	3	2	8	2
ASV1904	0	0	0	23	18	19
ASV1905	0	0	0	20	3	10
ASV1906	0	0	0	4	0	1
ASV1907	3	0	0	4	2	6
ASV1908	0	0	0	28	72	73
ASV1909	0	0	0	22	0	0
ASV1910	0	0	0	1	13	18
ASV1911	9	20	0	0	0	0
ASV1912	0	0	0	6	13	16
ASV1913	0	0	0	1	5	5
ASV1914	0	0	0	56	0	0
ASV1915	0	0	0	1	36	97
ASV1916	0	0	0	1	0	0
ASV1917	0	0	0	4	9	1
ASV1918	1	5	3	0	2	2
ASV1919	9	34	3	96	37	4
ASV1920	0	0	0	32	5	32
ASV1921	0	0	0	0	3	0
ASV1922	5	4	4	0	0	0
ASV1923	0	0	0	5	8	0
ASV1924	8	8	1	0	0	0
ASV1925	0	0	0	10	0	0
ASV1926	0	0	0	13	3	0
ASV1927	0	0	0	0	4	1
ASV1928	55	68	36	178	15	88
ASV1929	0	0	0	6	4	8
ASV1930	21	8	1	4	21	7
ASV1931	0	0	0	1	4	11
ASV1932	3	1	3	0	0	0
ASV1933	0	0	0	9	11	11
ASV1934	0	0	0	16	14	2
ASV1935	19	6	12	11	9	13
ASV1936	0	0	0	4	0	13
ASV1937	0	0	0	4	2	14
ASV1938	0	0	0	6	0	0
ASV1939	185	89	74	150	64	90
ASV1940	3	1	1	3	2	6
ASV1941	0	0	0	0	0	15
ASV1942	2	6	1	0	0	0
ASV1943	0	0	0	20	3	2
ASV1944	10	18	8	0	0	0
ASV1945	0	0	0	13	1	25
ASV1946	4	1	2	2	0	0
ASV1947	0	0	0	4	11	18
ASV1948	0	0	0	6	1	3
ASV1949	0	0	22	151	225	291
ASV1950	0	0	0	24	30	2
ASV1951	0	0	0	19	10	14
ASV1952	0	0	0	64	0	2
ASV1953	0	0	0	0	0	6
ASV1954	0	0	0	6	1	1
ASV1955	0	0	0	6	1	4
ASV1956	0	0	0	1	2	0
ASV1957	24	11	18	27	7	13
ASV1958	33	18	5	5	3	3
ASV1959	0	0	0	10	2	4
ASV1960	401	380	351	5	3	0
ASV1961	0	0	0	7	3	0
ASV1962	18	11	0	1	3	1
ASV1963	0	0	0	11	0	0
ASV1964	0	0	0	3	9	0
ASV1965	0	0	0	1	9	5
ASV1966	0	0	0	8	16	11
ASV1967	0	0	0	1	0	0
ASV1968	0	0	0	0	3	1
ASV1969	0	0	0	1	1	5
ASV1970	0	0	0	4	4	3
ASV1971	85	76	71	43	39	41
ASV1972	0	0	0	10	3	17
ASV1973	5	9	7	1	2	4
ASV1974	0	0	0	2	6	0
ASV1975	0	0	0	13	6	14
ASV1976	0	0	0	0	2	2
ASV1977	0	0	0	19	13	14
ASV1978	0	0	0	14	11	46
ASV1979	3	3	10	0	0	0
ASV1980	0	0	0	8	0	0
ASV1981	110	227	75	0	0	0
ASV1982	0	0	0	0	2	0
ASV1983	18	12	15	1	2	1
ASV1984	0	0	0	5	4	5
ASV1985	0	0	0	3	43	9
ASV1986	0	0	0	4	0	8
ASV1987	0	0	0	2	14	2
ASV1988	0	0	0	0	2	0
ASV1989	0	0	0	2	5	11
ASV1990	0	0	0	7	0	0
ASV1991	0	0	0	1410	1362	448
ASV1992	0	0	0	45	80	54
ASV1993	0	0	0	15	0	2
ASV1994	5	3	1	4	1	3
ASV1995	0	0	0	30	3	2
ASV1996	0	0	0	3	2	8
ASV1997	0	0	0	8	0	0
ASV1998	0	0	0	2	4	1
ASV1999	0	0	0	3	1	0
ASV2000	0	2	0	1	3	4
ASV2001	57	58	59	0	0	0
ASV2002	0	0	0	314	2	6
ASV2003	0	0	1	1	0	0
ASV2004	0	0	0	4	0	0
ASV2005	0	0	0	1	1	3
ASV2006	0	0	0	5	0	4
ASV2007	0	0	1	8	15	21
ASV2008	0	0	0	3	3	1
ASV2009	0	0	0	0	1	0
ASV2010	0	0	0	34	0	0
ASV2011	0	0	0	1	2	1
ASV2012	1	2	0	1	0	2
ASV2013	0	0	0	1	10	157
ASV2014	0	0	0	1	42	1
ASV2015	0	1	0	6	1	7
ASV2016	0	0	0	4	2	20
ASV2017	0	0	0	1	0	5
ASV2018	0	0	0	2	0	15
ASV2019	0	0	0	1	3	0
ASV2020	0	0	0	2	4	11
ASV2021	0	0	0	6	5	11
ASV2022	0	1	0	276	165	541
ASV2023	0	0	0	3	4	0
ASV2024	0	0	0	8	2	1
ASV2025	0	0	0	11	0	2
ASV2026	0	0	0	5	3	2
ASV2027	0	0	0	3	0	2
ASV2028	0	0	0	0	0	2
ASV2029	0	0	0	7	8	0
ASV2030	3	2	4	0	0	0
ASV2031	0	0	0	23	8	0
ASV2032	0	0	0	7	31	23
ASV2033	0	0	0	85	213	74
ASV2034	0	0	0	0	2	0
ASV2035	0	0	0	2	3	3
ASV2036	0	0	10	0	0	0
ASV2037	0	0	0	2	3	1
ASV2038	4	4	5	0	0	0
ASV2039	0	0	0	28	1	2
ASV2040	4	0	0	0	0	0
ASV2041	0	0	2	25	6	20
ASV2042	0	0	0	11	6	7
ASV2043	185	184	37	14	69	136
ASV2044	0	0	0	0	2	0
ASV2045	0	0	0	3	0	0
ASV2046	0	0	0	6	0	0
ASV2047	0	0	0	1	2	0
ASV2048	0	0	0	8	17	5
ASV2049	0	0	0	2	0	3
ASV2050	0	0	0	4	0	1
ASV2051	0	0	0	7	2	3
ASV2052	0	0	0	41	251	59
ASV2053	0	0	0	6	17	9
ASV2054	0	0	0	2	0	0
ASV2055	0	0	0	1	8	0
ASV2056	0	0	0	3	0	1
ASV2057	0	0	0	8	4	0
ASV2058	3	1	7	0	0	5
ASV2059	0	0	0	4	1	4
ASV2060	0	0	0	2	4	1
ASV2061	0	0	0	0	1	4
ASV2062	0	0	0	265	95	434
ASV2063	0	0	0	0	3	1
ASV2064	0	0	0	9	2	4
ASV2065	0	0	0	1	4	4
ASV2066	0	0	0	16	1	3
ASV2067	0	0	0	2	0	0
ASV2068	0	0	0	2	1	0
ASV2069	0	0	0	0	2	0
ASV2070	0	0	0	5	0	0
ASV2071	0	0	0	6	0	0
ASV2072	0	0	0	3	0	3
ASV2073	0	0	0	140	13	216
ASV2074	0	0	0	0	1	1
ASV2075	0	0	0	2	0	3
ASV2076	0	0	0	0	4	0
ASV2077	0	0	0	18	0	0
ASV2078	0	0	0	11	11	26
ASV2079	0	0	0	5	23	4
ASV2080	0	0	0	20	12	6
ASV2081	1	0	0	0	6	0
ASV2082	0	0	0	4	5	4
ASV2083	182	113	8	12	8	5
ASV2084	0	0	0	4	0	0
ASV2085	0	0	0	1	0	4
ASV2086	0	0	0	1	18	2
ASV2087	0	1	2	0	0	0
ASV2088	1	0	3	1	0	0
ASV2089	1	0	0	4	1	0
ASV2090	0	0	0	0	0	5
ASV2091	0	0	0	267	3214	7
ASV2092	152	91	235	19	14	22
ASV2093	0	0	0	2	5	1
ASV2094	0	0	0	6	0	0
ASV2095	0	0	0	2	21	19
ASV2096	0	5	0	0	0	0
ASV2097	5	1	1	1	1	1
ASV2098	6	10	7	0	0	0
ASV2099	0	0	0	1	22	0
ASV2100	0	0	0	2	1	1
ASV2101	0	0	0	15	70	27
ASV2102	0	0	0	0	1	4
ASV2103	0	0	0	5	1	4
ASV2104	17	34	13	0	0	0
ASV2105	0	0	0	0	2	1
ASV2106	0	0	0	0	3	0
ASV2107	0	0	0	0	0	2
ASV2108	0	0	0	3	0	0
ASV2109	58	90	4	0	0	0
ASV2110	0	0	0	1	0	3
ASV2111	0	0	0	0	1	2
ASV2112	0	0	0	1	0	0
ASV2113	2	0	2	1	0	0
ASV2114	0	0	0	2	1	0
ASV2115	0	0	0	0	0	2
ASV2116	0	0	0	0	2	0
ASV2117	0	0	0	0	0	1
ASV2118	0	1	0	180	4	217
ASV2119	0	0	0	2	5	0
ASV2120	0	0	0	0	1	1
ASV2121	0	0	0	0	1	0
ASV2122	0	0	0	1	1	4
ASV2123	0	0	0	7	1	7
ASV2124	1	2	2	1	5	8
ASV2125	17	23	33	0	0	0
ASV2126	0	0	0	0	0	1
ASV2127	0	0	0	0	1	0
ASV2128	0	0	0	16	18	32
ASV2129	102	55	49	53	65	90
ASV2130	0	0	0	1	0	0
ASV2131	0	0	0	0	0	1
ASV2132	0	0	0	0	1	0
ASV2133	0	0	2	4	0	2
ASV2134	0	1	0	0	0	0
ASV2135	0	0	0	0	1	4
ASV2136	0	0	0	0	1	0
ASV2137	0	0	0	2	0	2
ASV2138	0	0	0	1	0	0
ASV2139	0	0	0	27	10	184
ASV2140	0	0	0	0	1	0
ASV2141	0	0	0	1	0	0
ASV2142	0	0	0	1	0	0
ASV2143	0	0	0	1	0	0
ASV2144	0	0	0	0	1	0
ASV2145	0	0	0	1	0	0
ASV2146	0	0	0	2	4	1
ASV2147	0	0	0	1	1	0
ASV2148	0	0	0	2	5	0
ASV2149	0	0	0	0	1	0
ASV2150	1	322	5	0	0	0
ASV2151	0	0	0	2	0	0
ASV2152	0	0	0	0	1	0
ASV2153	1	2	6	0	0	0
ASV2154	0	0	0	1	0	0
ASV2155	0	0	1	1	0	0
ASV2156	0	0	0	1	6	11
ASV2157	0	0	0	1	0	0
ASV2158	0	0	0	6	0	2
ASV2159	0	0	0	20	0	0
ASV2160	0	0	0	6	6	1
ASV2161	0	0	0	78	1074	2
ASV2162	0	0	0	1	0	0
ASV2163	0	0	0	1	0	0
ASV2164	0	0	0	0	0	1
ASV2165	0	0	0	1	0	2
ASV2166	0	0	0	1	0	0
ASV2167	0	0	0	13	0	1
ASV2168	0	0	0	0	0	1
ASV2169	0	0	0	0	0	1
ASV2170	0	0	0	0	0	2
ASV2171	0	0	2	0	0	0
ASV2172	0	0	0	166	76	60
ASV2173	3	0	0	0	0	0
ASV2174	90	112	92	0	0	0
ASV2175	0	0	0	5	0	0
ASV2176	0	0	0	1	0	0
ASV2177	0	0	0	1	2	7
ASV2178	0	0	11	0	0	0
ASV2179	0	0	0	3	4	8
ASV2180	0	0	0	1	2	0
ASV2181	0	0	0	1	0	0
ASV2182	79	39	19	15	132	31
ASV2183	0	0	0	10	0	3
ASV2184	0	0	0	0	0	8
ASV2185	0	0	0	0	2	5
ASV2186	0	0	0	8	0	3
ASV2187	0	0	0	2	0	0
ASV2188	0	0	0	0	0	1
ASV2189	0	0	0	0	0	1
ASV2190	1	5	0	8	3	3
ASV2191	0	0	0	0	1	0
ASV2192	54	118	93	219	471	531
ASV2193	57	4	11	10	119	209
ASV2194	0	0	0	0	0	1
ASV2195	0	0	0	7	1	2
ASV2196	0	0	0	0	1	0
ASV2197	0	0	0	0	1	0
ASV2198	0	0	0	1	0	0
ASV2199	0	0	0	1	21	0
ASV2200	0	0	0	0	2	0
ASV2201	0	0	0	0	1	0
ASV2202	0	0	0	0	8	1
ASV2203	250	220	311	0	0	0
ASV2204	0	0	0	2	1	0
ASV2205	0	0	0	0	0	1
ASV2206	0	0	0	1	1	0
ASV2207	0	1	0	0	0	0
ASV2208	0	5	0	0	0	0
ASV2209	0	0	0	0	1	0
ASV2210	635	683	534	2	0	0
ASV2211	0	0	2	0	0	0
ASV2212	0	0	0	0	1	0
ASV2213	0	0	0	9	0	0
ASV2214	0	0	0	0	0	2
ASV2215	0	0	0	1	2	0
ASV2216	0	0	0	0	0	1
ASV2217	0	0	0	13	0	4
ASV2218	0	0	0	1	2	0
ASV2219	1	1	0	1	0	1
ASV2220	106	143	79	23	33	16
ASV2221	0	0	0	1	0	1
ASV2222	2	0	0	0	0	0
ASV2223	1	0	0	0	0	0
ASV2224	0	0	0	0	0	4
ASV2225	0	0	0	0	0	1
ASV2226	0	0	0	2	0	5
ASV2227	0	0	0	0	0	1
ASV2228	2	0	1	0	0	0
ASV2229	0	0	0	1	40	8
ASV2230	0	0	0	1	0	0
ASV2231	15	33	40	74	155	164
ASV2232	0	0	0	0	2	0
ASV2233	0	0	0	1	29	0
ASV2234	0	0	0	0	0	1
ASV2235	2	0	2	0	0	0
ASV2236	0	0	0	0	0	1
ASV2237	5	1	2	0	0	0
ASV2238	0	0	0	0	19	10
ASV2239	0	0	0	1	0	0
ASV2240	18	24	5	71	28	24
ASV2241	0	0	0	4	1	0
ASV2242	0	0	0	1	0	0
ASV2243	0	0	0	1	0	0
ASV2244	0	0	2	0	0	0
ASV2245	0	0	0	1	0	0
ASV2246	0	0	0	1	0	0
ASV2247	0	0	0	1	0	2
ASV2248	0	0	0	11	2	0
ASV2249	0	0	0	3	0	0
ASV2250	0	0	0	4	3	0
ASV2251	0	0	0	559	52	313
ASV2252	0	1	0	0	0	0
ASV2253	5	2	2	0	0	0
ASV2254	0	0	0	6	0	0
ASV2255	0	0	0	1	0	0
ASV2256	4	2	2	0	0	0
ASV2257	7	6	2	0	0	0
ASV2258	1	0	0	8	1	3
ASV2259	0	0	0	2	0	0
ASV2260	1	0	4	0	0	0
ASV2261	0	2	4	70	33	29
ASV2262	1	0	0	0	0	0
ASV2263	0	1	0	0	0	0
ASV2264	1	2	0	0	0	0
ASV2265	0	0	0	0	1	0
ASV2266	0	0	0	2	3	0
ASV2267	0	0	0	1	0	0
ASV2268	0	0	0	0	1	0
ASV2269	0	0	0	1	2	0
ASV2270	0	0	0	3	0	0
ASV2271	0	0	0	260	0	9
ASV2272	0	0	0	5	3	0
ASV2273	0	0	0	6	0	0
ASV2274	0	1	0	0	0	0
ASV2275	0	0	0	1	1	1
ASV2276	0	0	0	3	0	1
ASV2277	0	0	0	1	1	0
ASV2278	0	0	0	0	1	0
ASV2279	0	0	0	1	3	1
ASV2280	0	0	0	0	1	0
ASV2281	0	0	0	1	0	0
ASV2282	33	81	17	0	0	0
ASV2283	0	0	0	1	0	0
ASV2284	0	0	0	3	0	0
ASV2285	0	1	0	0	0	0
ASV2286	0	0	0	6	0	5
ASV2287	0	0	0	4	0	0
ASV2288	0	0	0	1	4	4
ASV2289	0	0	0	0	2	1
ASV2290	158	57	532	570	84	231
ASV2291	0	0	0	102	89	45
ASV2292	0	0	0	16	0	0
ASV2293	0	0	0	2	3	4
ASV2294	0	0	0	5	2	0
ASV2295	0	0	0	1	0	1
ASV2296	0	0	0	0	1	1
ASV2297	0	0	0	2	0	0
ASV2298	0	0	0	23	4	38
ASV2299	0	0	0	12	7	0
ASV2300	0	0	0	6	0	2
ASV2301	11	12	28	32	87	85
ASV2302	0	0	0	1	0	0
ASV2303	0	0	0	1	0	0
ASV2304	0	0	0	0	1	0
ASV2305	0	0	0	0	2	0
ASV2306	0	0	0	0	1	0
ASV2307	0	0	0	1	5	0
ASV2308	1	1	1	0	0	0
ASV2309	0	0	0	1	0	0
ASV2310	85	138	42	0	0	1
ASV2311	0	0	0	1	0	0
ASV2312	0	0	0	4	1	1
ASV2313	0	0	0	1	0	0
ASV2314	0	0	0	1	0	0
ASV2315	0	0	0	7	0	0
ASV2316	0	0	0	2	0	0
ASV2317	0	0	0	1	0	0
ASV2318	0	0	0	1	0	0
ASV2319	0	0	0	2	0	0
ASV2320	0	3	0	0	0	0
ASV2321	0	0	0	130	19	32
ASV2322	1	1	0	0	0	0
ASV2323	2	1	0	0	0	0
ASV2324	0	1	0	0	0	0
ASV2325	0	0	0	1	9	1
ASV2326	0	0	0	0	3	1
